image_path,season
data/segmented_dataset/Paula/after/dark_winter/3.jpg,dark_winter
data/segmented_dataset/Paula/after/dark_winter/1.jpg,dark_winter
data/segmented_dataset/Paula/after/dark_winter/2.jpg,dark_winter
data/segmented_dataset/Paula/after/light_summer/3.jpg,light_summer
data/segmented_dataset/Paula/after/light_summer/1.jpg,light_summer
data/segmented_dataset/Paula/after/light_summer/2.jpg,light_summer
data/segmented_dataset/Paula/after/true_autumn/3.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/14.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/5.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/6.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/8.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/15.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/10.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/1.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/12.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/16.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/17.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/13.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/11.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/4.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/7.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/9.jpg,true_autumn
data/segmented_dataset/Paula/after/true_autumn/2.jpg,true_autumn
data/segmented_dataset/Paula/after/dark_autumn/22.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/27.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/29.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/3.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/14.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/24.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/5.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/6.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/8.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/15.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/18.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/10.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/1.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/28.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/12.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/16.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/17.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/26.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/30.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/25.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/13.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/11.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/23.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/4.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/7.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/9.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/21.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/20.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/2.jpg,dark_autumn
data/segmented_dataset/Paula/after/dark_autumn/19.jpg,dark_autumn
data/segmented_dataset/Paula/after/bright_spring/1.jpg,bright_spring
data/segmented_dataset/Paula/after/soft_summer/3.jpg,soft_summer
data/segmented_dataset/Paula/after/soft_summer/1.jpg,soft_summer
data/segmented_dataset/Paula/after/soft_summer/4.jpg,soft_summer
data/segmented_dataset/Paula/after/soft_summer/2.jpg,soft_summer
data/segmented_dataset/Paula/after/true_spring/3.jpg,true_spring
data/segmented_dataset/Paula/after/true_spring/1.jpg,true_spring
data/segmented_dataset/Paula/after/true_spring/4.jpg,true_spring
data/segmented_dataset/Paula/after/true_spring/2.jpg,true_spring
data/segmented_dataset/Paula/after/true_summer/3.jpg,true_summer
data/segmented_dataset/Paula/after/true_summer/5.jpg,true_summer
data/segmented_dataset/Paula/after/true_summer/6.jpg,true_summer
data/segmented_dataset/Paula/after/true_summer/8.jpg,true_summer
data/segmented_dataset/Paula/after/true_summer/1.jpg,true_summer
data/segmented_dataset/Paula/after/true_summer/4.jpg,true_summer
data/segmented_dataset/Paula/after/true_summer/7.jpg,true_summer
data/segmented_dataset/Paula/after/true_summer/2.jpg,true_summer
data/segmented_dataset/Paula/after/bright_winter/1.jpg,bright_winter
data/segmented_dataset/Paula/after/true_winter/1.jpg,true_winter
data/segmented_dataset/Paula/after/soft_autumn/3.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/5.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/6.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/8.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/10.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/12.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/13.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/11.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/4.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/7.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/9.jpg,soft_autumn
data/segmented_dataset/Paula/after/soft_autumn/2.jpg,soft_autumn
data/segmented_dataset/Paula/after/light_spring/1.jpg,light_spring
