image_path,season
data/segmented_dataset/SeasonsModel/dark_autumn_78.jpg,autumn
data/raw/DeepArmocromia/test/autumn/deep/864.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/elisabetta canalis 5.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/17265.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/jennifer lopez  6.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_34.jpg,autumn
data/raw/DeepArmocromia/test/autumn/deep/22372.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/27281.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_63.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/meghan markle 4.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/18716.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 9.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Eva_Mendes 6.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/2765.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/5418.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 7.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Kaya Gerber1.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/CindyCrawford10.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_75.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/15320.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_30.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 7.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/15559.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/melissa satta 3.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/29887.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/11764.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_9.jpg,autumn
data/raw/DeepArmocromia/test/autumn/deep/5891.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/16551.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/Meghan Markle.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Kerry washington 2.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/24237.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/belen rodriguez  7.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/24547.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/13533.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/19827.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/meghan markle 6.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/15205.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/1620.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/24902.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/1346.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/20420.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/Cecilia Rodriguez1.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 4.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/1210.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/27791.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/28031.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/19000.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/eva mendes 4.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/cindy crawford 9.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/3608.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/Zendaya.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 10.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/12251.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/2110.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_84.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/gabrielle-caunesil 4.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/14706.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/21977.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/6228.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/2342.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/23366.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/22270.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/1541.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/mila kunis 7.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Jeffrey Dean Morgan AUTUNNO DEEP.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/elodie 3.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/16836.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/7530.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/6904.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_71.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/melissa satta 5.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/19169.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_1.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/cindy crawford 8.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/13081.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/serena rossi 6.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 9.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/22292.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/29658.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/shay mitchell 9.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Ashley Graham 3.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/28451.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_39.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/14520.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/emily ratajkowski  8.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/emily ratajkowski  5.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_93.jpg,autumn
data/raw/DeepArmocromia/test/autumn/deep/658.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/19721.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/19987.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/12016.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/13478.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/21280.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/28680.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/7098.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/9980.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Jennifer garner  5.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_82.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/13339.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_41.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/27425.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/24573.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/elisabetta canalis 7.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Kerry washington 1.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Alessandra Ambrosio 6.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/jessica alba 3.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/18176.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/zendaya 8.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/meghan markle 5.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_69.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/kaia gerber 3.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_77.jpeg,autumn
data/raw/DeepArmocromia/test/autumn/deep/22915.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_76.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/Melissa Satta.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/924.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/12962.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/Cindy Crawford.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/emily ratajkowski  7.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_29.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/11438.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_36.jpg,autumn
data/raw/DeepArmocromia/train/autumn/deep/meghan markle 3.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/27673.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/2661.png,autumn
data/raw/DeepArmocromia/val/autumn/deep/jessica alba 10.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/23863.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/jessica alba 6.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/28305.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/16022.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/cecilia rodriguez 3.png,autumn
data/raw/DeepArmocromia/test/autumn/deep/20541.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/13933.png,autumn
data/raw/DeepArmocromia/train/autumn/deep/eva mendes 6.png,autumn
data/segmented_dataset/SeasonsModel/dark_autumn_81.jpg,autumn
