left_eye_b,left_eye_g,left_eye_r,left_eye_l,left_eye_a,left_eye_b_lab,left_eye_h,left_eye_s,left_eye_v,right_eye_b,right_eye_g,right_eye_r,right_eye_l,right_eye_a,right_eye_b_lab,right_eye_h,right_eye_s,right_eye_v,skin_dominant_color,skin_tone,skin_forehead_b,skin_forehead_g,skin_forehead_r,skin_forehead_l,skin_forehead_a,skin_forehead_b_lab,skin_forehead_h,skin_forehead_s,skin_forehead_v,skin_left_cheek_b,skin_left_cheek_g,skin_left_cheek_r,skin_left_cheek_l,skin_left_cheek_a,skin_left_cheek_b_lab,skin_left_cheek_h,skin_left_cheek_s,skin_left_cheek_v,skin_right_cheek_b,skin_right_cheek_g,skin_right_cheek_r,skin_right_cheek_l,skin_right_cheek_a,skin_right_cheek_b_lab,skin_right_cheek_h,skin_right_cheek_s,skin_right_cheek_v,skin_chin_b,skin_chin_g,skin_chin_r,skin_chin_l,skin_chin_a,skin_chin_b_lab,skin_chin_h,skin_chin_s,skin_chin_v,hair_region0_b,hair_region0_g,hair_region0_r,hair_region0_l,hair_region0_a,hair_region0_b_lab,hair_region0_h,hair_region0_s,hair_region0_v,hair_region1_b,hair_region1_g,hair_region1_r,hair_region1_l,hair_region1_a,hair_region1_b_lab,hair_region1_h,hair_region1_s,hair_region1_v,hair_region2_b,hair_region2_g,hair_region2_r,hair_region2_l,hair_region2_a,hair_region2_b_lab,hair_region2_h,hair_region2_s,hair_region2_v,contrast,b_variance,g_variance,r_variance,l_variance,a_variance,h_variance,s_variance,v_variance,y_mean,cr_mean,cb_mean,y_variance,cr_variance,cb_variance,image_file,season
56.91930323498045,61.23604692499111,88.14219694276572,71.19729825808744,139.02879488091006,135.30430145751865,41.58194098826875,106.13970849626733,88.31567721293992,56.94924012158055,61.851063829787236,88.54103343465046,71.74802431610942,138.9519756838906,135.5772036474164,43.82613981762918,106.93799392097266,88.78571428571429,0.8815395761453853,5,137.4783891033891,161.35237022737022,215.02364864864865,180.0139425139425,144.9212247962248,148.35092235092236,10.175568425568425,94.78163878163878,215.02364864864865,129.89601649842612,160.19472484532724,217.6209703679583,180.09855638771302,145.52132855747314,152.21979811136438,10.381960273526538,103.76033865190492,217.6209703679583,121.21675246675247,149.06381381381382,206.21267696267697,169.60692835692836,146.16709566709568,151.48326898326897,9.867975117975119,107.93253968253968,206.21267696267697,159.50319410319412,185.7143325143325,241.4953316953317,203.6003276003276,144.65896805896807,149.08190008190007,9.583128583128584,86.79099099099099,241.4953316953317,124.04042042042042,143.843003003003,187.5900900900901,158.4796996996997,141.70258258258258,144.69975975975976,9.083183183183182,94.14456456456456,187.5900900900901,49.73444444444444,55.54333333333334,80.40777777777778,65.74222222222222,138.29111111111112,136.13222222222223,5.558888888888889,102.91222222222223,80.40777777777778,24.20888888888889,31.407777777777778,47.193333333333335,34.81111111111111,134.3322222222222,135.64555555555555,8.943333333333333,126.00444444444445,47.193333333333335,68.30874636721053,7.151000197934404,65.28537200648061,79.45600490460166,70.55508927577463,6.271055528248925,17.760727250773357,31.051022585589962,79.44837216366633,120.3142796850905,150.70549468387307,112.19822741660579,68.30874636721053,9.976033116979284,7.573071664634504,data/raw/SeasonsModel/dark_autumn_75.png,dark_autumn
63.992045454545455,69.7715909090909,102.63522727272726,83.02499999999999,141.3215909090909,137.03522727272727,23.46931818181818,111.40113636363635,102.63522727272726,58.39523809523809,62.301587301587304,93.63015873015873,74.5111111111111,141.4,135.98095238095237,42.615873015873014,112.80952380952381,93.63015873015873,0.7912056917670781,4,75.81182424660686,93.216011042098,153.54566367609846,116.38831377961813,150.62962962962962,148.33563377041636,10.502415458937199,132.46997929606624,153.54566367609846,68.09905660377359,83.61603773584906,143.15943396226416,107.0433962264151,151.0877358490566,147.72641509433961,6.754716981132075,135.61132075471698,143.15943396226416,92.69764150943396,115.4679245283019,187.25754716981132,142.238679245283,154.0174528301887,152.81132075471697,7.2419811320754715,132.51792452830188,187.25754716981132,130.35359888190075,149.26554856743536,212.21034241788956,172.08245981830888,149.32215234102026,147.53389238294898,7.016771488469601,98.87141858839972,212.21034241788956,70.61480099502486,92.77213930348258,137.94651741293532,108.59216417910447,143.45870646766167,147.5825870646766,11.974626865671642,146.95808457711442,137.94651741293532,15.55111111111111,26.85222222222222,48.07555555555555,31.254444444444445,136.92444444444445,138.90777777777777,10.356666666666667,176.60111111111112,48.07555555555555,39.91555555555556,61.275555555555556,106.11444444444444,77.90444444444445,145.41555555555556,149.06333333333333,9.726666666666667,169.1611111111111,106.11444444444444,57.73835536055399,8.044016209623306,53.846292102096335,69.75091783357216,60.84986228123424,7.318821071148054,27.2602753491551,48.82897656743891,69.7506883358174,97.00685007796837,153.88581811093786,110.95132546224103,57.73835536055399,10.547740308048647,7.35369082039763,data/raw/SeasonsModel/dark_autumn_22.jpg,dark_autumn
68.04692082111437,79.02639296187684,89.8475073313783,85.73020527859238,130.65982404692082,136.31964809384164,17.903225806451612,71.58944281524927,90.00293255131965,72.15,83.446875,95.24375,90.72500000000001,130.87187500000002,136.51875,17.634375000000002,70.878125,95.453125,0.7482976167379389,5,100.68373636794689,131.12280701754386,174.85870080606924,148.26837363679468,141.0616405879564,150.99762920815553,13.00284495021337,107.56709340919868,174.88904694167852,93.87741312741313,129.0868725868726,181.11872586872587,148.81853281853282,143.91119691119692,155.04440154440155,12.095559845559846,123.50868725868726,181.11872586872587,107.92567567567568,143.73359073359075,193.51544401544402,162.3088803088803,142.53474903474904,154.5,12.458494208494209,114.50482625482626,193.51544401544402,93.22048364153628,128.49075391180654,184.3172119487909,149.59886201991466,145.56045519203414,155.92318634423899,11.698435277382647,127.35135135135135,184.3172119487909,84.96863799283155,109.21272401433691,146.22616487455198,123.97759856630825,139.21756272401433,146.9578853046595,15.881541218637993,98.3836917562724,146.45967741935485,44.21888888888889,50.83222222222222,53.19111111111111,53.33111111111111,127.60222222222222,132.46,34.01,46.07888888888889,54.50333333333333,55.007777777777775,70.54888888888888,95.61666666666666,81.49333333333334,136.1888888888889,141.28666666666666,15.497777777777777,95.08222222222223,95.75222222222222,41.34598861204179,10.646649896023444,42.381738655551096,42.34917362373963,41.24006232627699,6.970999216807585,29.83052346159606,41.670607703383,43.032562685274264,139.96950514510348,148.7387270204648,109.1156203029252,41.34598861204179,11.525812612836853,10.533216539881849,data/raw/SeasonsModel/dark_autumn_72.jpg,dark_autumn
63.72727272727273,74.05681818181819,96.61931818181819,81.68181818181819,136.13636363636363,137.4943181818182,18.017045454545457,122.91477272727273,96.64204545454545,59.95454545454545,70.64204545454545,94.60795454545455,78.9715909090909,136.83522727272728,138.1193181818182,22.420454545454547,127.4659090909091,94.60795454545455,0.8696826022674204,6,117.00493096646943,143.88954635108482,201.60749506903355,163.4171597633136,146.44477317554242,150.82642998027615,9.743589743589745,112.5,201.60749506903355,113.5423076923077,142.11153846153846,210.31538461538463,165.95769230769233,150.62115384615385,153.79423076923078,8.803846153846154,119.5,210.31538461538463,151.4596153846154,181.4346153846154,243.83653846153848,201.20384615384617,146.94423076923078,152.2173076923077,9.792307692307693,97.25961538461539,243.83653846153848,135.3639053254438,166.33727810650888,230.73668639053253,187.72485207100593,148.14792899408283,153.52662721893492,9.745562130177515,106.62721893491124,230.73668639053253,81.10103359173127,104.1188630490956,147.39405684754522,117.928165374677,141.76614987080103,146.8031007751938,17.696640826873384,121.66485788113694,147.44780361757105,45.413333333333334,66.80444444444444,92.16222222222223,74.31777777777778,135.60666666666665,143.4922222222222,24.177777777777777,138.23888888888888,92.2688888888889,44.60888888888889,55.528888888888886,76.10333333333334,60.3,134.6611111111111,137.03222222222223,24.94,123.87777777777778,76.22222222222223,58.59878083933287,7.3704598276650595,56.13282609571257,68.33618199178684,59.53512006195852,6.9232172687289735,17.15256173727592,38.53485111916661,68.31364649908944,140.11585842196985,156.61042004687218,106.09176131242113,58.59878083933287,10.320899353912026,7.605472462251905,data/raw/SeasonsModel/dark_autumn_46.jpg,dark_autumn
50.36363636363637,57.3383431085044,73.7159090909091,64.42631964809384,134.4226539589443,135.20857771260998,44.038123167155426,110.1132697947214,75.1642228739003,56.40229885057472,63.7336617405583,80.99901477832512,71.11461412151067,134.43645320197044,135.32512315270935,38.19967159277504,112.21247947454845,82.34614121510674,0.8032613279379206,5,121.58132624335315,143.47802627463247,185.37370972786988,159.5545042227088,140.89020957147326,145.79543321864247,21.313809821707853,93.58711291836097,185.41163590866438,115.5566464079788,146.8930964625214,195.49571450833722,165.24715599189653,142.31478884213806,151.79756895745675,11.896524855851643,105.08290478416706,195.49571450833722,140.6870811905875,163.1321489792738,209.1309022907901,180.36231884057972,141.90447249493533,146.22081969767805,9.848683185289076,83.90899174068879,209.1309022907901,106.83824216923797,118.62833099579244,181.61173445535297,143.4315100514259,151.2879850397382,144.98316970546986,75.68396446937822,111.56615240766713,181.61290322580646,98.47777777777777,123.42922077922078,161.0550505050505,136.91825396825396,139.3515873015873,147.1137085137085,12.748773448773449,118.59675324675325,161.0618326118326,15.786666666666667,31.306666666666665,54.01,36.80444444444444,136.99333333333334,141.40777777777777,12.901111111111112,189.2277777777778,54.01,40.70111111111111,69.37444444444445,97.46888888888888,80.56111111111112,136.58,149.6288888888889,15.001111111111111,157.78666666666666,97.46888888888888,64.39875180879038,7.08110242905122,62.551765048895895,72.1249360500356,66.70155222626796,6.154738865560327,31.949998476248748,52.94432707237798,72.09509101821614,119.79835535235104,148.29015081390892,111.48352547380625,64.39875180879038,8.342706048049312,6.933663499629818,data/raw/SeasonsModel/dark_autumn_26.jpg,dark_autumn
49.310344827586206,68.20954907161803,91.01856763925728,76.37665782493369,135.3474801061008,142.604774535809,18.013262599469495,141.18567639257293,91.10610079575596,69.33603238866397,91.90080971659918,124.28137651821862,104.25506072874494,138.52834008097167,146.0506072874494,14.402834008097166,130.4919028340081,124.28947368421053,0.37997724890573314,4,71.29299156391953,97.59896171317325,136.3458792991564,112.10772225827384,140.6794289422453,149.2096041531473,12.652822842310188,134.74821544451655,136.3595068137573,66.82091503267974,95.93202614379085,132.4202614379085,110.92875816993464,139.0346405228758,150.39607843137253,13.772549019607842,126.99607843137254,132.4202614379085,192.10522875816991,219.54836601307187,242.1078431372549,226.5202614379085,131.55359477124182,144.43986928104573,16.850980392156863,52.87254901960784,242.1078431372549,120.94214876033058,151.47314049586777,198.50826446280993,168.86363636363637,141.94834710743802,151.25103305785123,12.443181818181818,104.39772727272728,198.50826446280993,56.47847533632287,77.72122571001495,99.25979073243649,85.76905829596413,133.9309417040359,143.50418535127056,15.818236173393124,115.52675635276533,99.27159940209268,41.973333333333336,60.25555555555555,79.87333333333333,69.07222222222222,133.85555555555555,142.61333333333334,14.327777777777778,120.94,79.87333333333333,41.565555555555555,52.17777777777778,65.13,57.522222222222226,132.01444444444445,136.68444444444444,13.847777777777777,97.10444444444444,65.13,69.5956893965692,5.2802318569532645,70.5166272836663,70.71368860039885,69.26302300964576,5.675891259451222,8.22718393880748,37.84706883413891,70.71003345745103,143.45701703231515,144.16660298819602,109.14886685837237,69.5956893965692,6.520186610988382,5.810979134918174,data/raw/SeasonsModel/dark_autumn_89.jpg,dark_autumn
61.80519480519481,68.33766233766234,95.98701298701299,79.61038961038962,139.21428571428572,136.80519480519482,50.75974025974026,114.87662337662339,96.93506493506494,66.74829931972789,73.74829931972789,106.33333333333333,86.78231292517006,140.98639455782313,137.71428571428572,34.74149659863946,113.18367346938776,106.73469387755101,0.8306056756142185,8,138.31459566074952,152.02662721893492,201.07100591715977,170.8027613412229,144.5473372781065,142.46844181459568,13.963510848126234,81.90631163708088,201.07100591715977,146.85961538461538,161.72884615384615,213.7576923076923,180.96153846153848,145.25,143.25192307692308,6.913461538461539,80.07884615384616,213.7576923076923,144.65384615384616,164.23846153846154,219.09038461538464,183.7923076923077,145.63653846153846,146.15769230769232,10.407692307692308,87.3423076923077,219.09038461538464,161.7130177514793,176.9585798816568,229.2810650887574,195.24852071005915,144.88165680473372,143.22781065088756,6.674556213017751,75.35502958579882,229.2810650887574,118.63746770025838,133.40542635658915,177.7,148.18036175710594,142.73178294573643,142.20284237726096,8.562790697674417,111.45555555555555,177.7,73.86222222222223,86.47444444444444,122.90222222222222,98.94666666666667,140.9388888888889,140.68666666666667,9.397777777777778,134.55666666666667,122.90222222222222,57.086666666666666,69.04666666666667,105.60444444444444,80.29333333333334,141.10777777777778,139.89888888888888,10.615555555555556,169.48555555555555,105.60444444444444,42.30070611022738,7.368213205008676,44.341780220147704,39.88724011891533,41.341345671471615,7.070053931930919,40.731723869566366,31.971447207902653,41.2318860003203,165.8225467219518,150.84129559521662,114.30280632173547,42.30070611022738,10.534001998533125,7.433624152421702,data/raw/SeasonsModel/dark_autumn_16.png,dark_autumn
45.55356849876948,57.961443806398684,97.58933552091878,71.88022969647251,143.73092698933553,142.58638228055784,9.703363412633307,152.74044298605415,97.72173913043478,61.435217529374405,74.65703397904097,111.5566846617974,87.80374722134012,142.05192124483963,142.10288980628772,11.001111463956812,134.20657351540171,111.74356938710702,0.8655764380440973,6,91.27733512886694,127.66337485504806,203.4936969288894,154.5246698836644,153.63692814124863,160.17300714472748,9.771106871656754,143.82916245838476,203.4940709983915,86.46464646464648,129.0769347611453,204.77056277056278,155.90924280397965,153.07708665603403,163.29095465937573,10.809827599301284,149.0833902939166,204.77056277056278,124.42999999999999,170.2972932330827,240.77902255639097,192.61436090225564,148.86496240601502,162.03390977443607,11.866015037593984,123.95052631578947,240.77902255639097,101.03142183817754,143.24800807990124,225.48120300751881,171.45000561104254,154.97800471327574,163.52687689372686,10.32297160812479,141.30467960947144,225.48120300751881,94.25002506265665,130.29378446115288,188.19338345864662,148.88280701754385,146.0393483709273,155.75152882205515,10.774285714285714,140.0695739348371,188.19338345864662,9.341111111111111,18.596666666666668,52.35,27.25777777777778,143.4011111111111,140.1911111111111,6.336666666666667,210.0288888888889,52.35,24.72111111111111,44.46666666666667,93.42111111111112,61.553333333333335,148.49333333333334,150.16444444444446,8.216666666666667,192.4322222222222,93.42111111111112,52.268741447037705,9.29267227313007,50.95889517871039,61.48382179392156,53.840231918412755,7.177351498465683,12.113310771690998,31.966759892354723,61.46932942901051,144.47640497640498,164.51861861861863,97.45605680868839,52.268741447037705,10.531926130525955,9.49001398855506,data/raw/SeasonsModel/dark_autumn_77.jpeg,dark_autumn
83.78979591836736,94.89183673469388,120.22040816326532,104.4795918367347,136.94285714285715,138.3183673469388,14.477551020408164,103.30204081632654,120.22857142857144,84.98958333333333,97.175,124.67083333333333,108.47916666666667,137.74166666666667,139.37083333333334,14.35625,98.87916666666666,124.67083333333333,0.893243008449257,6,144.89284020862968,165.9720246562352,215.18018018018017,182.9317211948791,143.3262209577999,146.03603603603602,10.587482219061167,87.17354196301565,215.18207681365575,163.16316316316315,188.2902902902903,244.43643643643642,206.13513513513513,144.985985985986,148.6016016016016,9.47947947947948,85.3003003003003,244.43643643643642,140.52895752895753,167.08590733590734,230.17374517374517,188.32432432432432,147.92567567567568,150.9430501930502,8.894787644787645,99.55019305019306,230.17374517374517,131.9039039039039,145.07357357357358,230.3168168168168,175.6096096096096,158.73873873873873,149.006006006006,28.3993993993994,110.43543543543544,230.3168168168168,93.77873873873874,115.36666666666667,160.9136936936937,131.618018018018,143.06594594594594,146.88792792792793,9.667927927927929,115.21423423423424,160.9136936936937,25.948888888888888,33.03333333333333,49.846666666666664,37.32111111111111,134.57888888888888,135.26666666666668,9.272222222222222,133.99777777777777,49.846666666666664,66.47111111111111,84.6288888888889,120.71333333333334,100.37333333333333,140.57777777777778,144.62666666666667,10.088888888888889,115.41444444444444,120.71333333333334,67.46770090601474,5.950698764035012,65.00937058101881,76.48002184586701,68.70639550927672,6.735965097060675,16.897353246127857,48.42739854979685,76.47464008491167,141.7510007304602,154.24803506208912,109.35319211102995,67.46770090601474,9.806116709439598,6.261542419990247,data/raw/SeasonsModel/dark_autumn_15.jpg,dark_autumn
52.19548872180451,60.857142857142854,83.4360902255639,69.7218045112782,137.17293233082705,137.39097744360902,34.86466165413534,115.98496240601503,83.94736842105263,63.81730769230769,71.32211538461539,97.08653846153847,81.21634615384616,138.1298076923077,136.7596153846154,35.22115384615385,111.12019230769232,97.4375,0.8891527586670374,5,112.84615384615385,135.81262327416175,195.70414201183434,157.2199211045365,148.198224852071,149.66173570019726,9.856015779092703,112.31656804733728,195.73668639053255,119.02884615384616,146.4923076923077,210.5173076923077,168.82307692307694,148.7596153846154,152.13653846153846,9.86923076923077,112.41153846153847,210.55384615384617,151.77307692307693,178.06346153846155,248.82500000000002,200.65384615384616,150.66538461538462,151.78076923076924,8.065384615384616,99.67884615384617,248.82500000000002,107.48224852071006,117.82248520710058,208.24852071005915,151.81656804733728,162.25443786982248,149.76923076923077,12.357988165680473,125.2869822485207,208.26035502958578,67.91498708010336,86.4315245478036,130.87235142118863,101.63540051679585,143.75271317829456,145.5940568475452,11.5656330749354,133.01498708010334,130.87390180878552,45.7,54.51444444444444,91.97777777777777,67.57444444444444,142.71555555555557,139.85444444444445,16.41,128.63777777777779,91.98444444444445,47.25222222222222,62.47666666666667,95.03444444444445,74.80777777777777,140.36555555555555,142.9711111111111,9.52111111111111,139.12333333333333,95.03444444444445,64.8361848428546,7.873563489935732,60.51244064310979,78.90689322328721,66.75971428873568,7.638944802063591,15.788421190116743,31.88588746863968,78.88942773417985,137.0100354546001,157.8532540111772,107.57700859323359,64.8361848428546,11.878007107216677,8.147510169929134,data/raw/SeasonsModel/dark_autumn_8.jpg,dark_autumn
